source_id,jci_name,description,sensor_type,unit,type,data_type,name
510_0_3013135,BioLib 1stFl RM-105.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA118 AHTG SP
510_0_3013140,BioLib 1stFl RM-105.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA118 DMPRPOS
510_0_3013144,BioLib 1stFl RM-105.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA118 SA VP
510_0_3013146,BioLib 1stFl RM-105.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA118 SUPFLOW
510_0_3013148,BioLib 1stFl RM-105.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA118 WC ADJ
510_0_3013149,BioLib 1stFl RM-105.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA118 ZN T
510_0_3013150,BioLib 1stFl RM-100N.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA119 ACLG SP
510_0_3013151,BioLib 1stFl RM-100N.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA119 AHTG SP
510_0_3013156,BioLib 1stFl RM-100N.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA119 DMPRPOS
510_0_3013160,BioLib 1stFl RM-100N.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA119 SA VP
510_0_3013162,BioLib 1stFl RM-100N.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA119 SUPFLOW
510_0_3013164,BioLib 1stFl RM-100N.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA119 WC ADJ
510_0_3013165,BioLib 1stFl RM-100N.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA119 ZN T
510_0_3013166,BioLib 1stFl RM-103.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA120 ACLG SP
510_0_3013167,BioLib 1stFl RM-103.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA120 AHTG SP
510_0_3013172,BioLib 1stFl RM-103.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA120 DMPRPOS
510_0_3013180,BioLib 1stFl RM-103.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA120 SA VP
510_0_3013182,BioLib 1stFl RM-103.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA120 SUPFLOW
510_0_3013184,BioLib 1stFl RM-103.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA120 WC ADJ
510_0_3013185,BioLib 1stFl RM-103.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA120 ZN T
510_0_3013186,BioLib 1stFl RM-101N.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA121 ACLG SP
510_0_3013187,BioLib 1stFl RM-101N.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA121 AHTG SP
510_0_3013192,BioLib 1stFl RM-101N.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA121 DMPRPOS
510_0_3013200,BioLib 1stFl RM-101N.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA121 SA VP
510_0_3013202,BioLib 1stFl RM-101N.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA121 SUPFLOW
510_0_3013204,BioLib 1stFl RM-101N.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA121 WC ADJ
510_0_3013205,BioLib 1stFl RM-101N.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA121 ZN T
510_0_3013206,BioLib 1stFl RM-101S.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA122 ACLG SP
510_0_3013207,BioLib 1stFl RM-101S.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA122 AHTG SP
510_0_3013212,BioLib 1stFl RM-101S.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA122 DMPRPOS
510_0_3013216,BioLib 1stFl RM-101S.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA122 SA VP
510_0_3013218,BioLib 1stFl RM-101S.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA122 SUPFLOW
510_0_3013220,BioLib 1stFl RM-101S.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA122 WC ADJ
510_0_3013221,BioLib 1stFl RM-101S.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA122 ZN T
510_0_3013222,BioLib 1stFl RM-141.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA123 ACLG SP
510_0_3013223,BioLib 1stFl RM-141.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA123 AHTG SP
510_0_3013228,BioLib 1stFl RM-141.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA123 DMPRPOS
510_0_3013236,BioLib 1stFl RM-141.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA123 SA VP
510_0_3013238,BioLib 1stFl RM-141.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA123 SUPFLOW
510_0_3013240,BioLib 1stFl RM-141.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA123 WC ADJ
510_0_3013241,BioLib 1stFl RM-141.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA123 ZN T
510_0_3013242,BioLib 2ndFl RM-200E.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA124 ACLG SP
510_0_3013243,BioLib 2ndFl RM-200E.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA124 AHTG SP
510_0_3013248,BioLib 2ndFl RM-200E.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA124 DMPRPOS
510_0_3013256,BioLib 2ndFl RM-200E.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA124 SA VP
510_0_3013258,BioLib 2ndFl RM-200E.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA124 SUPFLOW
510_0_3013260,BioLib 2ndFl RM-200E.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA124 WC ADJ
510_0_3013261,BioLib 2ndFl RM-200E.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA124 ZN T
510_0_3013262,BioLib 1stFl RM-102.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA125 ACLG SP
510_0_3013263,BioLib 1stFl RM-102.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA125 AHTG SP
510_0_3013268,BioLib 1stFl RM-102.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA125 DMPRPOS
510_0_3013276,BioLib 1stFl RM-102.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA125 SA VP
510_0_3013278,BioLib 1stFl RM-102.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA125 SUPFLOW
510_0_3013280,BioLib 1stFl RM-102.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA125 WC ADJ
510_0_3013281,BioLib 1stFl RM-102.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA125 ZN T
510_0_3013282,BioLib 1stFl RM-100S.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA126 ACLG SP
510_0_3013283,BioLib 1stFl RM-100S.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA126 AHTG SP
510_0_3013288,BioLib 1stFl RM-100S.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA126 DMPRPOS
510_0_3013292,BioLib 1stFl RM-100S.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA126 SA VP
510_0_3013294,BioLib 1stFl RM-100S.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA126 SUPFLOW
510_0_3013296,BioLib 1stFl RM-100S.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA126 WC ADJ
510_0_3013297,BioLib 1stFl RM-100S.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA126 ZN T
510_0_3013298,BioLib 1stFl RM-100.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA127 ACLG SP
510_0_3013299,BioLib 1stFl RM-100.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA127 AHTG SP
510_0_3013304,BioLib 1stFl RM-100.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA127 DMPRPOS
510_0_3013308,BioLib 1stFl RM-100.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA127 SA VP
510_0_3013310,BioLib 1stFl RM-100.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA127 SUPFLOW
510_0_3013312,BioLib 1stFl RM-100.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA127 WC ADJ
510_0_3013313,BioLib 1stFl RM-100.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA127 ZN T
510_0_3013314,BioLib 1stFl RM-116.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA128 ACLG SP
510_0_3013315,BioLib 1stFl RM-116.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA128 AHTG SP
510_0_3013320,BioLib 1stFl RM-116.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA128 DMPRPOS
510_0_3013324,BioLib 1stFl RM-116.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA128 SA VP
510_0_3013326,BioLib 1stFl RM-116.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA128 SUPFLOW
510_0_3013328,BioLib 1stFl RM-116.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA128 WC ADJ
510_0_3013329,BioLib 1stFl RM-116.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA128 ZN T
510_0_3013330,BioLib 1stFl RM-117.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA129 ACLG SP
510_0_3013331,BioLib 1stFl RM-117.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA129 AHTG SP
510_0_3013336,BioLib 1stFl RM-117.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA129 DMPRPOS
510_0_3013344,BioLib 1stFl RM-117.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA129 SA VP
510_0_3013346,BioLib 1stFl RM-117.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA129 SUPFLOW
510_0_3013348,BioLib 1stFl RM-117.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA129 WC ADJ
510_0_3013349,BioLib 1stFl RM-117.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA129 ZN T
510_0_3013350,BioLib 1stFl RM-118.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA130 ACLG SP
510_0_3013351,BioLib 1stFl RM-118.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA130 AHTG SP
510_0_3013356,BioLib 1stFl RM-118.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA130 DMPRPOS
510_0_3013360,BioLib 1stFl RM-118.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA130 SA VP
510_0_3013362,BioLib 1stFl RM-118.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA130 SUPFLOW
510_0_3013364,BioLib 1stFl RM-118.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA130 WC ADJ
510_0_3013365,BioLib 1stFl RM-118.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA130 ZN T
510_0_3013367,BioLib 1stFl RM-72-2N.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA131 ACLG SP
510_0_3013368,BioLib 1stFl RM-72-2N.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA131 AHTG SP
510_0_3013373,BioLib 1stFl RM-72-2N.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA131 DMPRPOS
510_0_3013379,BioLib 1stFl RM-72-2N.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA131 SA VP
510_0_3013381,BioLib 1stFl RM-72-2N.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA131 SUPFLOW
510_0_3013383,BioLib 1stFl RM-72-2N.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA131 WC ADJ
510_0_3013384,BioLib 1stFl RM-72-2N.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA131 ZN T
510_0_3013385,BioLib 1stFl RM-73-26.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 1 VMA132 ACLG SP
510_0_3013386,BioLib 1stFl RM-73-26.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 1 VMA132 AHTG SP
510_0_3013391,BioLib 1stFl RM-73-26.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 1 VMA132 DMPRPOS
510_0_3013399,BioLib 1stFl RM-73-26.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 1 VMA132 SA VP
510_0_3013401,BioLib 1stFl RM-73-26.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 1 VMA132 SUPFLOW
510_0_3013403,BioLib 1stFl RM-73-26.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 1 VMA132 WC ADJ
510_0_3013404,BioLib 1stFl RM-73-26.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 1 VMA132 ZN T
510_0_3013572,BioLib 2ndFl RM-208.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA101 ACLG SP
510_0_3013573,BioLib 2ndFl RM-208.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA101 AHTG SP
510_0_3013578,BioLib 2ndFl RM-208.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA101 DMPRPOS
510_0_3013587,BioLib 2ndFl RM-208.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA101 SA VP
510_0_3013589,BioLib 2ndFl RM-208.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA101 SUPFLOW
510_0_3013591,BioLib 2ndFl RM-208.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA101 WC ADJ
510_0_3013592,BioLib 2ndFl RM-208.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA101 ZN T
510_0_3013593,BioLib 2ndFl RM-212.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA102 ACLG SP
510_0_3013597,BioLib 2ndFl RM-212.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA102 DMPRPOS
510_0_3013603,BioLib 2ndFl RM-212.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA102 SA VP
510_0_3013605,BioLib 2ndFl RM-212.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA102 SUPFLOW
510_0_3013607,BioLib 2ndFl RM-212.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA102 WC ADJ
510_0_3013608,BioLib 2ndFl RM-212.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA102 ZN T
510_0_3013609,BioLib 2ndFl RM-214.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA103 ACLG SP
510_0_3013610,BioLib 2ndFl RM-214.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA103 AHTG SP
510_0_3013615,BioLib 2ndFl RM-214.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA103 DMPRPOS
510_0_3013623,BioLib 2ndFl RM-214.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA103 SA VP
510_0_3013625,BioLib 2ndFl RM-214.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA103 SUPFLOW
510_0_3013627,BioLib 2ndFl RM-214.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA103 WC ADJ
510_0_3013628,BioLib 2ndFl RM-214.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA103 ZN T
510_0_3013629,BioLib 2ndFl RM-224.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA104 ACLG SP
510_0_3013630,BioLib 2ndFl RM-224.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA104 AHTG SP
510_0_3013635,BioLib 2ndFl RM-224.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA104 DMPRPOS
510_0_3013643,BioLib 2ndFl RM-224.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA104 SA VP
510_0_3013645,BioLib 2ndFl RM-224.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA104 SUPFLOW
510_0_3013647,BioLib 2ndFl RM-224.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA104 WC ADJ
510_0_3013648,BioLib 2ndFl RM-224.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA104 ZN T
510_0_3013649,BioLib 2ndFl RM-223.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA105 ACLG SP
510_0_3013650,BioLib 2ndFl RM-223.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA105 AHTG SP
510_0_3013655,BioLib 2ndFl RM-223.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA105 DMPRPOS
510_0_3013663,BioLib 2ndFl RM-223.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA105 SA VP
510_0_3013665,BioLib 2ndFl RM-223.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA105 SUPFLOW
510_0_3013667,BioLib 2ndFl RM-223.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA105 WC ADJ
510_0_3013668,BioLib 2ndFl RM-223.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA105 ZN T
510_0_3013669,BioLib 2ndFl RM-218.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA106 ACLG SP
510_0_3013670,BioLib 2ndFl RM-218.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA106 AHTG SP
510_0_3013675,BioLib 2ndFl RM-218.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA106 DMPRPOS
510_0_3013683,BioLib 2ndFl RM-218.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA106 SA VP
510_0_3013685,BioLib 2ndFl RM-218.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA106 SUPFLOW
510_0_3013687,BioLib 2ndFl RM-218.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA106 WC ADJ
510_0_3013688,BioLib 2ndFl RM-218.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA106 ZN T
510_0_3013689,BioLib 2ndFl RM-216.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA107 ACLG SP
510_0_3013693,BioLib 2ndFl RM-216.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA107 DMPRPOS
510_0_3013700,BioLib 2ndFl RM-216.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA107 SA VP
510_0_3013702,BioLib 2ndFl RM-216.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA107 SUPFLOW
510_0_3013704,BioLib 2ndFl RM-216.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA107 WC ADJ
510_0_3013705,BioLib 2ndFl RM-216.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA107 ZN T
510_0_3013706,BioLib 2ndFl RM-210.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA108 ACLG SP
510_0_3013707,BioLib 2ndFl RM-210.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA108 AHTG SP
510_0_3013712,BioLib 2ndFl RM-210.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA108 DMPRPOS
510_0_3013720,BioLib 2ndFl RM-210.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA108 SA VP
510_0_3013722,BioLib 2ndFl RM-210.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA108 SUPFLOW
510_0_3013724,BioLib 2ndFl RM-210.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA108 WC ADJ
510_0_3013725,BioLib 2ndFl RM-210.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA108 ZN T
510_0_3013726,BioLib 2ndFl RM-217.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA109 ACLG SP
510_0_3013727,BioLib 2ndFl RM-217.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA109 AHTG SP
510_0_3013732,BioLib 2ndFl RM-217.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA109 DMPRPOS
510_0_3013740,BioLib 2ndFl RM-217.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA109 SA VP
510_0_3013742,BioLib 2ndFl RM-217.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA109 SUPFLOW
510_0_3013744,BioLib 2ndFl RM-217.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA109 WC ADJ
510_0_3013745,BioLib 2ndFl RM-217.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA109 ZN T
510_0_3013746,BioLib 2ndFl RM-221C.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA110 ACLG SP
510_0_3013747,BioLib 2ndFl RM-221C.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA110 AHTG SP
510_0_3013752,BioLib 2ndFl RM-221C.DMPRPOS,Actual Damper Position,damper position,98,Analog Input,0,NAE 10 N2 2 VMA110 DMPRPOS
510_0_3013760,BioLib 2ndFl RM-221C.SA-VP,Supply Vol Press,supply air velocity pressure,58,Analog Input,0,NAE 10 N2 2 VMA110 SA VP
510_0_3013762,BioLib 2ndFl RM-221C.SUPFLOW,Process Variable,supply air flow,84,Analog Input,0,NAE 10 N2 2 VMA110 SUPFLOW
510_0_3013764,BioLib 2ndFl RM-221C.WC-ADJ,Warm/Cool Adjust,warm cool adjust,64,Analog Input,0,NAE 10 N2 2 VMA110 WC ADJ
510_0_3013765,BioLib 2ndFl RM-221C.ZN-T,Zone Temperature,zone temperature,64,Analog Input,0,NAE 10 N2 2 VMA110 ZN T
510_0_3013766,BioLib 2ndFl RM-220.ACLG-SP,Actual Cooling Setpt,actual cooling setpoint,64,Analog Input,0,NAE 10 N2 2 VMA111 ACLG SP
510_0_3013767,BioLib 2ndFl RM-220.AHTG-SP,Actual Heating Setpt,actual heating setpoint,64,Analog Input,0,NAE 10 N2 2 VMA111 AHTG SP
